category_id,change_type,confidence,annotation_count,our_name,our_code,kassal_name,kassal_names_all,off_name,name_similarity,kassal_found,kassal_stores,kassal_price,kassal_image_url,discontinued,proposed_name,proposed_code,recommendation
73,name_confirmed,high,178,MELLOMBAR SJOKOLADE&KRISP 138G ELDORADO,7035620026515,Mellombar Sjokolade&Krisp 138g Eldorado,Mellombar Sjokolade&Krisp 138g Eldorado | MELLOMBAR SJOKOLADE CRISP 138 g Eldorado,Mellombar Sjokolade & Krisp,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",21.9,https://bilder.ngdata.no/7035620026515/kmh/large.jpg,False,MELLOMBAR SJOKOLADE&KRISP 138G ELDORADO,7035620026515,Name confirmed by Kassal (sim=1.00). No change needed.
3,name_confirmed,high,178,KNEKKEBRØD DIN STUND CHIA&HAVSALT 260G,7300400482073,Wasa Din Stund Chia & Havsalt 260g,Wasa Din Stund Chia & Havsalt 260g | Knekkebrød Din Stund Chia&Havsalt 260g Wasa | Knekkebrød Din Stund Chia & Havsalt 260 g | KNEKKEBRØD CHIA/HAVSALT 260 g wasa | Wasa Knekkebrød Din Stund Chia&Havsalt 12x260g | Wasa Knekkebrød Din Stund Chia&Havsalt 260g,,0.962,True,"Coop, Joker, SPAR, Meny, Oda, Bunnpris, KIWI",31.8,https://bilder.ngdata.no/7300400482073/kmh/large.jpg,False,KNEKKEBRØD DIN STUND CHIA&HAVSALT 260G,7300400482073,Name confirmed by Kassal (sim=0.96). No change needed.
218,name_confirmed,high,178,CORN FLAKES 500G KELLOGGS,5738001092490,Corn Flakes 500g Kelloggs,Corn Flakes 500g Kelloggs | Kellogg's Corn Flakes 500g | Corn Flakes 500 g | CORN FLAKES 500 g kellogg`s | Kellogg's corn flakes 500g,Cornflakes,1.0,True,"SPAR, Meny, Coop, Oda, Bunnpris, KIWI, Joker, Engrosnett",29.9,https://bilder.ngdata.no/5738001092490/kmh/large.jpg,False,CORN FLAKES 500G KELLOGGS,5738001092490,Name confirmed by Kassal (sim=1.00). No change needed.
204,name_confirmed,high,177,MELLOMBAR SALT KARAMELL 138G ELDORADO,7035620045400,Mellombar Salt Karamell 138g Eldorado,Mellombar Salt Karamell 138g Eldorado | MELLOMBAR SALT KARAMELL 138 g eldorado,,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",21.9,https://bilder.ngdata.no/7035620045400/kmh/large.jpg,False,MELLOMBAR SALT KARAMELL 138G ELDORADO,7035620045400,Name confirmed by Kassal (sim=1.00). No change needed.
268,name_confirmed,high,177,SUPERGRØT KANEL&PUFFET QUINOA 54G,7039010566094,Supergrøt Kanel&Puffet Quinoa 54g Bare Bra,"Supergrøt Kanel&Puffet Quinoa 54g Bare Bra | Bare Bra Supergrøt Kanel/Puffet Quinoa 54g | Supergrøt Kanel og puffet quinoa, 54 g | SUPERGRØT KANEL 54 g puffet quinoa",,0.9014,True,"SPAR, Meny, Coop, Oda, Bunnpris, KIWI",10.75,https://bilder.ngdata.no/7039010566094/kmh/large.jpg,False,SUPERGRØT KANEL&PUFFET QUINOA 54G,7039010566094,Name confirmed by Kassal (sim=0.90). No change needed.
329,name_confirmed,high,170,SKORPOR FULLKORN 240G PÅGEN,7311070005028,Skorpor Fullkorn 240g Pågen,Skorpor Fullkorn 240g Pågen | Skorpor fullkorn 240 g | Pågen Skorper Fullkorn 240g | Skorpor 240 g fullkorn | SKORPOR Fullkorn 240g pågen,Skorper,1.0,True,"Meny, Oda, SPAR, Joker, Coop, KIWI, Europris, Bunnpris",24.9,https://bilder.ngdata.no/7311070005028/meny/large.jpg,False,SKORPOR FULLKORN 240G PÅGEN,7311070005028,Name confirmed by Kassal (sim=1.00). No change needed.
284,name_confirmed,high,168,MELLOMBAR KOKOS&SJOKOLADE 138G ELDORADO,7035620025624,Mellombar Kokos&Sjokolade 138g Eldorado,Mellombar Kokos&Sjokolade 138g Eldorado | MELLOMBAR KOKOS & SJOKOLADE 138 g Eldorado,Mellombar Kokos&Sjokolade 138g Eldorado,1.0,True,"SPAR, Joker, Meny, Bunnpris, KIWI",21.9,https://bilder.ngdata.no/7035620025624/kmh/large.jpg,False,MELLOMBAR KOKOS&SJOKOLADE 138G ELDORADO,7035620025624,Name confirmed by Kassal (sim=1.00). No change needed.
342,name_confirmed,high,167,HAVREFRAS 375G,7311171008386,Havrefras 375g Quaker,Havrefras 375g Quaker | Havrefras 375g | Quaker Havrefras 375g | Havrefras 375 g | HAVREFRAS 375g quaker,Havre fras Original,1.0,True,"Joker, SPAR, Meny, Coop, Oda, KIWI, Bunnpris",41.4,https://bilder.ngdata.no/7311171008386/kmh/large.jpg,False,HAVREFRAS 375G,7311171008386,Name confirmed by Kassal (sim=1.00). No change needed.
232,name_confirmed,high,167,EGG ØKOLOGISK M/L/XL 6STK PRIOR,7039610005887,Egg Økologisk m/L/XL 6stk Prior,"Egg Økologisk m/L/XL 6stk Prior | Økologiske egg Str M/L/XL, 380 g | Egg 6stk Lxl Økologiske 53-75g | ØKOLOGISKE EGG L/XL 6STK",,1.0,True,"Joker, SPAR, Meny, Oda, KIWI, REMA 1000",21.9,https://bilder.ngdata.no/7039610005887/kmh/large.jpg,False,EGG ØKOLOGISK M/L/XL 6STK PRIOR,7039610005887,Name confirmed by Kassal (sim=1.00). No change needed.
33,name_confirmed,high,161,FLATBRØD MORS HJEMMEBAKTE 520G,7039010020602,Flatbrød Mors Hjemmebakte 520g,Flatbrød Mors Hjemmebakte 520g | Mors Flatbrød Hjemmebakt 520g | Mors Hjemmebakte Flatbrød 520 g | Flatbrød Mors 520g | MORS FLATBRØD 520 g hjemmebakte | Flatbrød Hjemmebakt 520g Mors,,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Engrosnett, Bunnpris, KIWI",34.9,https://bilder.ngdata.no/7039010020602/kmh/large.jpg,False,FLATBRØD MORS HJEMMEBAKTE 520G,7039010020602,Name confirmed by Kassal (sim=1.00). No change needed.
208,name_confirmed,high,160,FLATBRØD 190G IDEAL,7300400482943,Flatbrød 190g Ideal,Flatbrød 190g Ideal | Flatbrød 190 g | Ideal Flatbrød 190g | FLATBRØD 190 g ideal,Ideal flatbrød,1.0,True,"Meny, SPAR, Oda, Joker, KIWI, Bunnpris",17.1,https://bilder.ngdata.no/7300400482943/meny/large.jpg,False,FLATBRØD 190G IDEAL,7300400482943,Name confirmed by Kassal (sim=1.00). No change needed.
338,name_confirmed,high,159,HUSMAN KNEKKEBRØD 520G WASA,7300400118408,Husman Knekkebrød 520g Wasa,Husman Knekkebrød 520g Wasa | Wasa Husman Knekkebrød 520g | Knekkebrød Husman 520 g | Wasa Husmann Økonomi 520g | HUSMANN 520G ØKo | Wasa Knekkebrød Husman Økonomi 12x520g | Wasa Knekkebrød Husman Økonomi 520g,Husman,1.0,True,"Joker, Coop, Meny, Oda, SPAR, Engrosnett, Bunnpris, KIWI",24.1,https://bilder.ngdata.no/7300400118408/kmh/large.jpg,False,HUSMAN KNEKKEBRØD 520G WASA,7300400118408,Name confirmed by Kassal (sim=1.00). No change needed.
205,name_confirmed,high,158,CORN FLAKES 750G FIRST PRICE,7035620011788,Corn Flakes 750g First Price,Corn Flakes 750g First Price | CORNFLAKES 750 g First price,,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",29.9,https://bilder.ngdata.no/7035620011788/kmh/large.jpg,False,CORN FLAKES 750G FIRST PRICE,7035620011788,Name confirmed by Kassal (sim=1.00). No change needed.
53,name_confirmed,high,157,COCO POPS CHOCOS 330G KELLOGG'S,5059319023168,Coco Pops Chocos 330g Kellogg's,Coco Pops Chocos 330g Kellogg's | COCO POPS Chocos 330g kellogg s | Coco Pops Choco 330 g Kellogg`s,,1.0,True,"Joker, SPAR, Meny, Bunnpris, Europris",25,https://bilder.ngdata.no/5059319023168/kmh/large.jpg,False,COCO POPS CHOCOS 330G KELLOGG'S,5059319023168,Name confirmed by Kassal (sim=1.00). No change needed.
304,name_confirmed,high,147,EVERGOOD CLASSIC KOKMALT 250G,7040913336691,Evergood Classic Kokmalt 250g,Evergood Classic Kokmalt 250g | EVERGOOD CLASSIC 250 g kokmalt | Evergood Classic Kokmalt 250g Kaffe,Evergood Classic Kokmalt 250g,1.0,True,"Joker, SPAR, Meny, KIWI, Bunnpris",47.9,https://bilder.ngdata.no/7040913336691/kmh/large.jpg,False,EVERGOOD CLASSIC KOKMALT 250G,7040913336691,Name confirmed by Kassal (sim=1.00). No change needed.
130,name_confirmed,high,145,WEETOS CHOCO 375G WEETABIX,5010029005554,Weetos Choco 375g Weetabix,Weetos Choco 375g Weetabix,Weetoos Choco Hoops,1.0,True,"Meny, SPAR, Joker",58.9,https://bilder.ngdata.no/5010029005554/meny/large.jpg,False,WEETOS CHOCO 375G WEETABIX,5010029005554,Name confirmed by Kassal (sim=1.00). No change needed.
201,name_confirmed,high,144,MUSLI FRUKT 700G AXA,7044416013684,Musli Frukt 700g Axa,Musli Frukt 700g Axa | Axa Frukt Müsli 700g | Fruktmüsli 700 g | Axa Fruktmusli 700g | AXA MUSLI FRUKT 700 g | Frukt Müsli 700g Axa | FRUKT MÜSLI 700 GR AXA,,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Engrosnett, Bunnpris, KIWI, REMA 1000",26.9,https://bilder.ngdata.no/7044416013684/kmh/large.jpg,False,MUSLI FRUKT 700G AXA,7044416013684,Name confirmed by Kassal (sim=1.00). No change needed.
61,name_confirmed,high,144,MUSLI BLÅBÆR 630G AXA,7044416013653,Musli Blåbær 630g Axa,Musli Blåbær 630g Axa | Axa Blåbær Müsli 630g | Blåbær Musli 630 g | Blåbær Müsli 630g | AXA MUSLI BLÅBÆR 630 g | Axa Müsli Blåbær 630g | BLÅBÆR MÜSLI 630 GR AXA,,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Engrosnett, Bunnpris, KIWI, REMA 1000",43.2,https://bilder.ngdata.no/7044416013653/kmh/large.jpg,False,MUSLI BLÅBÆR 630G AXA,7044416013653,Name confirmed by Kassal (sim=1.00). No change needed.
261,name_confirmed,high,144,MÜSLI HASSELNØTT 600G AXA,7044416016258,Müsli Hasselnøtt 600g Axa,Müsli Hasselnøtt 600g Axa | Musli Hasselnøtt 600 g | MÜSLI HASSELNØTT 600g axa | Axa Müsli Hasselnøtt 600g,Müsli Hasselnøtt 78%,1.0,True,"Meny, SPAR, KIWI, Oda, Bunnpris, Joker",27.9,https://bilder.ngdata.no/7044416016258/meny/large.jpg,False,MÜSLI HASSELNØTT 600G AXA,7044416016258,Name confirmed by Kassal (sim=1.00). No change needed.
217,name_confirmed,high,144,MELLOMBAR POPCORN&SJOKOLADE 126G ELDORAD,7035620052897,Mellombar Popcorn&Sjokolade 126g Eldorado,Mellombar Popcorn&Sjokolade 126g Eldorado | Mellombar Popcorn&Sjokolade 130g Eldorado Eldorado Null | MELLOMBAR POPCORN/SJOKOLADE 130 g eldorado | Mellombar - Popcorn og Sjokolade,,0.9877,True,"Meny, Joker, SPAR, KIWI, Bunnpris, Havaristen",5,https://bilder.ngdata.no/7035620052897/meny/large.jpg,False,MELLOMBAR POPCORN&SJOKOLADE 126G ELDORAD,7035620052897,Name confirmed by Kassal (sim=0.99). No change needed.
194,name_confirmed,high,141,CRUESLI SOLFROKOST 450G QUAKER,8710398518705,Cruesli Solfrokost 450g Quaker,"Cruesli Solfrokost 450g Quaker | Quaker Cruesli Solfrokost 450g | Cruesli Solfrokost Granola, 450 g | CRUESLI SOLFROKOST 450 g quaker",,1.0,True,"SPAR, Meny, Coop, Oda, Joker, Bunnpris, KIWI",35.4,https://bilder.ngdata.no/8710398518705/kmh/large.jpg,False,CRUESLI SOLFROKOST 450G QUAKER,8710398518705,Name confirmed by Kassal (sim=1.00). No change needed.
212,name_confirmed,high,140,KNEKKEBRØD 220G SIGDAL,7071848003921,Knekkebrød 220g Sigdal,Knekkebrød 220g Sigdal | SIGDAL KNEKKEBRØD 220 g | Knekkebrød Rug Speltkli 220g | Disp Rug Speltkli | Glutenfritt Knekkebrød - Rug og Speltkli,,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI, Havaristen",25,https://bilder.ngdata.no/7071848003921/kmh/large.jpg,False,KNEKKEBRØD 220G SIGDAL,7071848003921,Name confirmed by Kassal (sim=1.00). No change needed.
75,name_confirmed,high,139,CRUESLI 4 NUTS 450G QUAKER,8710398516947,Cruesli 4 Nuts 450g Quaker,"Cruesli 4 Nuts 450g Quaker | Quaker Cruesli Nuts 450g | Cruesli 4 Nuts Granola, 450 g | CRUESLI 4 NUTS 450 g quaker | Quaker Cruesli 4 Nuts 450g",,1.0,True,"SPAR, Meny, Coop, Oda, Bunnpris, KIWI, Joker",44.4,https://bilder.ngdata.no/8710398516947/kmh/large.jpg,False,CRUESLI 4 NUTS 450G QUAKER,8710398516947,Name confirmed by Kassal (sim=1.00). No change needed.
85,name_confirmed,high,139,RIS PUFFET 260G FIRST PRICE,7311041027530,Ris Puffet 260g First Price,Ris Puffet 260g First Price,,1.0,True,"Joker, SPAR, Meny, KIWI",17.9,https://bilder.ngdata.no/7311041027530/kmh/large.jpg,False,RIS PUFFET 260G FIRST PRICE,7311041027530,Name confirmed by Kassal (sim=1.00). No change needed.
139,name_confirmed,high,135,EGG FRITTGÅENDE M/L/XL SOLEGG 6STK PRIOR,7039610008994,Egg Frittgående m/L/XL Solegg 6stk Prior,Egg Frittgående m/L/XL Solegg 6stk Prior | Egg 6 Mlxl Solegg Frittg 58-75g,,1.0,True,"Joker, SPAR, KIWI, Meny",26.9,https://bilder.ngdata.no/7039610008994/kmh/large.jpg,False,EGG FRITTGÅENDE M/L/XL SOLEGG 6STK PRIOR,7039610008994,Name confirmed by Kassal (sim=1.00). No change needed.
315,name_confirmed,high,134,4-KORN 675G AXA,7044416013622,4-Korn 675g Axa,4-Korn 675g Axa | Axa 4-Korn 675g | 4 Korn 675 g | 4-Korn 675g | AXA 4-KORN 675 g | Axa 4-korn 675g 1fc | 4-KORN 675 GR AXA,4korn,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Engrosnett, Bunnpris, KIWI, REMA 1000",19.9,https://bilder.ngdata.no/7044416013622/kmh/large.jpg,False,4-KORN 675G AXA,7044416013622,Name confirmed by Kassal (sim=1.00). No change needed.
62,name_confirmed,high,134,KAVRINGER 350G WASA,7300400482837,Kavring 350 g,Kavring 350 g | Kavringer 350g Wasa | KAVRINGER 350g wasa | Wasa Kavringer 350g,,1.0,True,"Oda, Meny, SPAR, Joker, KIWI, Bunnpris",31.9,https://bilder.ngdata.no/7300400482837/meny/large.jpg,False,KAVRINGER 350G WASA,7300400482837,Name confirmed by Kassal (sim=1.00). No change needed.
143,name_confirmed,high,129,KORNMO KNEKKEBRØD HAVRE&SOLSIKKE 200G,7039317007184,Kornmo Knekkebrød Havre&Solsikke 200g,Kornmo Knekkebrød Havre&Solsikke 200g | Kornmo Knekkebrød Havre & Solsikke 200g | Kornmoknekkebrød Havre & Solsikke 200 g | KORNMO KNEKKEBRØD Havre&solsikke 200g | Kornmo Knekkebrød Havre&Solsik 200g,,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Bunnpris, KIWI",29.4,https://bilder.ngdata.no/7039317007184/kmh/large.jpg,False,KORNMO KNEKKEBRØD HAVRE&SOLSIKKE 200G,7039317007184,Name confirmed by Kassal (sim=1.00). No change needed.
283,name_confirmed,high,127,GÅRDSEGG M/L 12STK ELDORADO,7035620050688,Gårdsegg M/L 12stk Eldorado,Gårdsegg M/L 12stk Eldorado,Gårdsegg,1.0,True,"KIWI, Meny, SPAR",31.9,https://bilder.ngdata.no/7035620050688/kiwi/large.jpg,False,GÅRDSEGG M/L 12STK ELDORADO,7035620050688,Name confirmed by Kassal (sim=1.00). No change needed.
186,name_confirmed,high,126,SUPERGRØT SKOGSBÆR 57G BARE BRA,7039010572323,Supergrøt Skogsbær 57g Bare Bra,Supergrøt Skogsbær 57g Bare Bra | Bare Bra Grøt Skogsbær 57g | Bare Bra Grøt Skogsbær 6x57g,,1.0,True,"SPAR, Meny, Coop",16.9,https://bilder.ngdata.no/7039010572323/kmh/large.jpg,False,SUPERGRØT SKOGSBÆR 57G BARE BRA,7039010572323,Name confirmed by Kassal (sim=1.00). No change needed.
50,name_confirmed,high,123,BERIT GRANOLA M/PUFFET HAVRE 350G,7071319031811,Granola med puffet norsk havre,Granola med puffet norsk havre | Berit Granola m/Puffet Havre 350g,Granola med puffet norsk havre,1.0,True,"Slowly.no, Meny",57,https://bilder.ngdata.no/7071319031811/meny/large.jpg,False,BERIT GRANOLA M/PUFFET HAVRE 350G,7071319031811,Name confirmed by Kassal (sim=1.00). No change needed.
305,name_confirmed,high,122,GRANOLA KAKAO&BRINGEBÆR 430G BARE BRA,7039010578547,Bare Bra Granola Kakao og Bringebær 430 g,Bare Bra Granola Kakao og Bringebær 430 g | Granola Kakao&Bringebær 430g Bare Bra | Bare Granola Bra Kakao & Bringebær 430g | GRANOLA KAKAO OG BRINGEBÆR 430 g bare bra | Bare Bra Kakao & Bringebær 430g | Granola - Kakao & Bringebær,,1.0,True,"Oda, Meny, SPAR, Coop, KIWI, Bunnpris, Joker, Havaristen",20,https://bilder.ngdata.no/7039010578547/meny/large.jpg,False,GRANOLA KAKAO&BRINGEBÆR 430G BARE BRA,7039010578547,Name confirmed by Kassal (sim=1.00). No change needed.
164,name_confirmed,high,121,GRANOLA NATURELL 475G ELDORADO,7035620037702,Granola Naturell 475g Eldorado,Granola Naturell 475g Eldorado,"Eldorado Naturell Granola Biter med hvete, havre og rug",1.0,True,"Joker, SPAR, Meny, KIWI",29.9,https://bilder.ngdata.no/7035620037702/kmh/large.jpg,False,GRANOLA NATURELL 475G ELDORADO,7035620037702,Name confirmed by Kassal (sim=1.00). No change needed.
265,name_confirmed,high,121,MELLOMBAR SUKKERFRI M/SJOKO 138G,7035620052774,MELLOMBAR SUKKERFRI 138 g hvit&mørk skokolade eldorado,MELLOMBAR SUKKERFRI 138 g hvit&mørk skokolade eldorado | Mellombar Sukkerfri m/Sjoko 138g | Mellombar - Hvit og Mørk Sjokolade,,1.0,True,"Bunnpris, SPAR, Joker, Havaristen, Meny",5,https://bilder.ngdata.no/7035620052774/kmh/large.jpg,False,MELLOMBAR SUKKERFRI M/SJOKO 138G,7035620052774,Name confirmed by Kassal (sim=1.00). No change needed.
66,name_confirmed,high,121,RYVITA KNEKKEBRØD SESAM 250G,5010265000382,Ryvita Knekkebrød Sesam 250g,Ryvita Knekkebrød Sesam 250g | Ryvita Sesam Knekkebrød 250g,,1.0,True,"Joker, SPAR, Meny, Coop",27.9,https://bilder.ngdata.no/5010265000382/kmh/large.jpg,False,RYVITA KNEKKEBRØD SESAM 250G,5010265000382,Name confirmed by Kassal (sim=1.00). No change needed.
39,name_confirmed,high,120,KNEKKEBRØD RUNDA KANEL 330G WASA,7300400115636,Wasa Kanel 330g,Wasa Kanel 330g | Knekkebrød Runda Kanel 330g Wasa | Knekkebrød Runda Kanel 330 g | Wasa Knekkebrød Runda Kanel 330g,,1.0,True,"Coop, Meny, Oda, Joker, SPAR",41.9,https://bilder.ngdata.no/7300400115636/meny/large.jpg,False,KNEKKEBRØD RUNDA KANEL 330G WASA,7300400115636,Name confirmed by Kassal (sim=1.00). No change needed.
264,name_confirmed,high,116,MELLOMBAR JORDBÆR HVIT SJOKOLADE 138G EL,7035620046247,Mellombar Jordbær Hvit Sjokolade 138g Eldorado,Mellombar Jordbær Hvit Sjokolade 138g Eldorado | MELLOMBAR JORDBÆR 138 g hvit sjokolade Eldorado,,0.9302,True,"SPAR, Meny, Joker, KIWI, Bunnpris",21.9,https://bilder.ngdata.no/7035620046247/kmh/large.jpg,False,MELLOMBAR JORDBÆR HVIT SJOKOLADE 138G EL,7035620046247,Name confirmed by Kassal (sim=0.93). No change needed.
117,name_confirmed,high,115,GRANOLA HASSELNØTT&KOKOS 450G BARE BRA,7039010578530,Granola Hasselnøtt&Kokos 450g Bare Bra,Granola Hasselnøtt&Kokos 450g Bare Bra | Bare Bra Granola Hasselnøtt & Kokos 450g | GRANOLA HASSELNØTT OG KOKOS 450 g bare bra | Bare Bra Hasselnøtt & Kokos 450g | Granola - Hasselnøtt & Kokos,Granola Hasselnøtt & Kokos,1.0,True,"Meny, Joker, SPAR, Coop, KIWI, Bunnpris, Havaristen",20,https://bilder.ngdata.no/7039010578530/meny/large.jpg,False,GRANOLA HASSELNØTT&KOKOS 450G BARE BRA,7039010578530,Name confirmed by Kassal (sim=1.00). No change needed.
235,name_confirmed,high,115,FLATBRØD ØKOLOGISK 190G RØROS,7056831970015,Røros Økologisk Flatbrød 190g,Røros Økologisk Flatbrød 190g | Flatbrød Økologisk 190g Røros | Røros-Flatbrød Økologisk 190 g | Røros Flatbrød Økologisk 190g,Flatbrød Økologisk 190g Røros,1.0,True,"Coop, Meny, Oda, SPAR",46.1,https://bilder.ngdata.no/7056831970015/meny/large.jpg,False,FLATBRØD ØKOLOGISK 190G RØROS,7056831970015,Name confirmed by Kassal (sim=1.00). No change needed.
23,name_confirmed,high,113,FITNESS FROKOST 375G NESTLE,3387390339499,Fitness Frokostblanding 375g,"Fitness Frokostblanding 375g | Fitness Frokost 375g Nestle | Fitness frokostblanding Original, 375 g | FITNESS FROKOSTBLANDING 375 g | Fitness | Fitness 375g",FITNESS Cerealien,1.0,True,"Coop, SPAR, Meny, Oda, Bunnpris, KIWI, Joker",33.4,https://bilder.ngdata.no/3387390339499/kmh/large.jpg,False,FITNESS FROKOST 375G NESTLE,3387390339499,Name confirmed by Kassal (sim=1.00). No change needed.
298,name_confirmed,high,109,O'BOY ORIGINAL 450G FREIA,7622210664181,O'Boy Original 450g Freia,O'Boy Original 450g Freia | O'Boy Original 450g | O'boy Original 450 g | O`BOY ORIGINAL 450 g | O'boy Original 450g | O'BOY ORIGINAL 450G,,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Bunnpris, KIWI, REMA 1000, Engrosnett",29.8,https://bilder.ngdata.no/7622210664181/kmh/large.jpg,False,O'BOY ORIGINAL 450G FREIA,7622210664181,Name confirmed by Kassal (sim=1.00). No change needed.
84,name_confirmed,high,109,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,7300400130295,Wasa Havre 600g,Wasa Havre 600g | Havre Knekkebrød Økonomi 600g Wasa | Knekkebrød Havre 600 g | Wasa Havreknacke Økonomi 600g | KNEKKEBRØD HAVRE Wasa 600 g | Wasa Knekkebrød Havre Økonomi 12x600g | Wasa Knekkebrød Havre Økonomi 600g | Havreknekkebrød stor | Wasa Havre 600 g,Havre,1.0,True,"Coop, Meny, Oda, SPAR, Engrosnett, Bunnpris, KIWI, Joker, Slowly.no, Europris",30,https://bilder.ngdata.no/7300400130295/meny/large.jpg,False,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,7300400130295,Name confirmed by Kassal (sim=1.00). No change needed.
260,name_confirmed,high,108,MUSLI ENERGI 675G AXA,7044416013714,Musli Energi 675g Axa,Musli Energi 675g Axa | Axa Energi Müsli 675g | Energi Gold 675 g | AXA MUSLI ENERGI 675 g | Gold Energi Müsli 675g Axa | ENERGI MÜSLI 675 GR AXA,,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Bunnpris, KIWI, REMA 1000",40.9,https://bilder.ngdata.no/7044416013714/kmh/large.jpg,False,MUSLI ENERGI 675G AXA,7044416013714,Name confirmed by Kassal (sim=1.00). No change needed.
35,name_confirmed,high,108,CRUNCHY MUSLI 750G FIRST PRICE,7035620058813,Crunchy Musli 750g First Price,Crunchy Musli 750g First Price | CRUNCHY MUSLI 750g first price,,1.0,True,"Joker, Meny, SPAR, Bunnpris",37.9,https://bilder.ngdata.no/7035620058813/kmh/large.jpg,False,CRUNCHY MUSLI 750G FIRST PRICE,7035620058813,Name confirmed by Kassal (sim=1.00). No change needed.
46,name_confirmed,high,108,GRØNN TE SITRON 25POS TWININGS,70177173302,Grønn Te Sitron 25pos Twinings,Grønn Te Sitron 25pos Twinings | Twinings Grønn Te Sitron 25 poser | Twinings Grønn Te med Sitron 25 stk | Twinings Grønn Te Sitron 25bg | GRØNN TE SITRON 25 poser Twinings | Twinings Grønn te med sitron 12x25bg,,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Engrosnett, Bunnpris, KIWI",62.93,https://bilder.ngdata.no/70177173302/kmh/large.jpg,False,GRØNN TE SITRON 25POS TWININGS,70177173302,Name confirmed by Kassal (sim=1.00). No change needed.
214,name_confirmed,high,107,HAVREGRØT ROSIN&VANILJE 525G AXA,7044416012199,Havregrøt Rosin&Vanilje 525g Axa,"Havregrøt Rosin&Vanilje 525g Axa | Axa Havregrøt Rosin & Vanilje 525g | Express havregrøt Rosin og vaniljesmak, 525 g | HAVREGRØT ROSIN/VANILJE 525 g | Havregrøt Rosin Vanilje 525g Axa | HAVREGRØT ROSIN & VANILJE",,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Bunnpris, KIWI, REMA 1000",28.8,https://bilder.ngdata.no/7044416012199/kmh/large.jpg,False,HAVREGRØT ROSIN&VANILJE 525G AXA,7044416012199,Name confirmed by Kassal (sim=1.00). No change needed.
244,name_confirmed,high,107,RUGSPRØ HAVRE 180G WASA,7300400126533,Rugsprø Havre 180g Wasa,Rugsprø Havre 180g Wasa | Wasa Rugsprø Havre 180g | Knekkebrød Rugsprø Havre 180 g | Wasa Knekkebrød Rugsprø Havre 180g,,1.0,True,"SPAR, Meny, Coop, Oda",23.9,https://bilder.ngdata.no/7300400126533/kmh/large.jpg,False,RUGSPRØ HAVRE 180G WASA,7300400126533,Name confirmed by Kassal (sim=1.00). No change needed.
187,name_confirmed,high,106,WEETABIX ORIGINAL FROKOSTBLANDING 430G,5010029000160,Weetabix Original Frokostblanding 430g,Weetabix Original Frokostblanding 430g | WEETABIX ORIGINAL Frokostblanding 430 g,,1.0,True,"Meny, SPAR, Bunnpris",58.9,https://bilder.ngdata.no/5010029000160/meny/large.jpg,False,WEETABIX ORIGINAL FROKOSTBLANDING 430G,5010029000160,Name confirmed by Kassal (sim=1.00). No change needed.
7,name_confirmed,high,106,PUFFET HAVRE 340G FIRST PRICE,7311041027547,Puffet Havre 340g First Price,Puffet Havre 340g First Price | PUFFET HAVRE 340 g First Price,Puffet Havre,1.0,True,"Joker, SPAR, Meny, Bunnpris",32.9,https://bilder.ngdata.no/7311041027547/kmh/large.jpg,False,PUFFET HAVRE 340G FIRST PRICE,7311041027547,Name confirmed by Kassal (sim=1.00). No change needed.
15,name_confirmed,high,105,FRUKT MÜSLI 1KG FIRST PRICE,7311041013427,Frukt Müsli 1kg First Price,Frukt Müsli 1kg First Price | FRUKT MÜSLI 1KG FIRST PRICE,Frukt Müsli 1kg First Price,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",29.9,https://bilder.ngdata.no/7311041013427/kmh/large.jpg,False,FRUKT MÜSLI 1KG FIRST PRICE,7311041013427,Name confirmed by Kassal (sim=1.00). No change needed.
330,name_confirmed,high,103,GRANOLA MED JORDBÆR 390G SYNNØVE,7034280008824,Granola med Jordbær 390g Synnøve,Granola med Jordbær 390g Synnøve | GRANOLA Med jordbær 390g synnøve,Granola jordbær,1.0,True,"SPAR, Joker, Meny, Bunnpris",40,https://bilder.ngdata.no/7034280008824/kmh/large.jpg,False,GRANOLA MED JORDBÆR 390G SYNNØVE,7034280008824,Name confirmed by Kassal (sim=1.00). No change needed.
