ann_id,image_id,category_id,category_name,hamming_dist,reason,bbox
25465,305,84,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,0.4766,Visual outlier: Hamming dist 0.477 > threshold 0.45,"[2247, 1462, 67, 92]"
28154,327,84,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,0.4727,Visual outlier: Hamming dist 0.473 > threshold 0.45,"[2919, 1881, 299, 144]"
25454,305,84,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,0.4688,Visual outlier: Hamming dist 0.469 > threshold 0.45,"[1867, 1934, 164, 169]"
26169,310,84,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,0.4648,Visual outlier: Hamming dist 0.465 > threshold 0.45,"[2976, 1937, 167, 66]"
18930,246,84,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[2317, 2183, 434, 161]"
25460,305,84,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[2294, 1657, 120, 140]"
28549,330,84,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[905.0, 3257.0, 649.0, 331.0]"
34360,382,84,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[513, 1098, 214, 87]"
19459,251,85,RIS PUFFET 260G FIRST PRICE,0.5195,Visual outlier: Hamming dist 0.520 > threshold 0.45,"[647.0, 2509.0, 125.0, 430.0]"
16995,223,85,RIS PUFFET 260G FIRST PRICE,0.5,Visual outlier: Hamming dist 0.500 > threshold 0.45,"[2803, 2584, 214, 160]"
17745,232,85,RIS PUFFET 260G FIRST PRICE,0.5,Visual outlier: Hamming dist 0.500 > threshold 0.45,"[749.0, 771.0, 99.0, 39.0]"
11012,126,85,RIS PUFFET 260G FIRST PRICE,0.4766,Visual outlier: Hamming dist 0.477 > threshold 0.45,"[1613, 2068, 156, 160]"
25641,306,86,HAVRE KNEKKEBRØD 300G WASA,0.625,Visual outlier: Hamming dist 0.625 > threshold 0.45,"[1973, 1751, 122, 102]"
28253,328,86,HAVRE KNEKKEBRØD 300G WASA,0.6172,Visual outlier: Hamming dist 0.617 > threshold 0.45,"[3278, 1962, 190, 77]"
27467,321,86,HAVRE KNEKKEBRØD 300G WASA,0.6133,Visual outlier: Hamming dist 0.613 > threshold 0.45,"[1762, 2202, 184, 126]"
28254,328,86,HAVRE KNEKKEBRØD 300G WASA,0.5938,Visual outlier: Hamming dist 0.594 > threshold 0.45,"[3101, 1953, 208, 72]"
24578,297,86,HAVRE KNEKKEBRØD 300G WASA,0.582,Visual outlier: Hamming dist 0.582 > threshold 0.45,"[1328, 1655, 99, 71]"
33242,371,86,HAVRE KNEKKEBRØD 300G WASA,0.5703,Visual outlier: Hamming dist 0.570 > threshold 0.45,"[976, 2630, 135, 212]"
33355,373,86,HAVRE KNEKKEBRØD 300G WASA,0.5664,Visual outlier: Hamming dist 0.566 > threshold 0.45,"[668, 990, 120, 34]"
24820,299,86,HAVRE KNEKKEBRØD 300G WASA,0.5625,Visual outlier: Hamming dist 0.562 > threshold 0.45,"[1201.0, 2765.0, 313.0, 185.0]"
25468,305,86,HAVRE KNEKKEBRØD 300G WASA,0.5586,Visual outlier: Hamming dist 0.559 > threshold 0.45,"[2311, 1527, 39, 72]"
27133,317,86,HAVRE KNEKKEBRØD 300G WASA,0.5586,Visual outlier: Hamming dist 0.559 > threshold 0.45,"[1852, 1866, 186, 46]"
19407,251,86,HAVRE KNEKKEBRØD 300G WASA,0.5508,Visual outlier: Hamming dist 0.551 > threshold 0.45,"[1927, 2247, 247, 181]"
25640,306,86,HAVRE KNEKKEBRØD 300G WASA,0.5508,Visual outlier: Hamming dist 0.551 > threshold 0.45,"[1866, 1792, 106, 118]"
28266,328,86,HAVRE KNEKKEBRØD 300G WASA,0.5508,Visual outlier: Hamming dist 0.551 > threshold 0.45,"[1428, 1874, 155, 68]"
29158,336,86,HAVRE KNEKKEBRØD 300G WASA,0.5508,Visual outlier: Hamming dist 0.551 > threshold 0.45,"[1771, 1997, 177, 30]"
33354,373,86,HAVRE KNEKKEBRØD 300G WASA,0.543,Visual outlier: Hamming dist 0.543 > threshold 0.45,"[793, 991, 119, 44]"
28328,328,86,HAVRE KNEKKEBRØD 300G WASA,0.5391,Visual outlier: Hamming dist 0.539 > threshold 0.45,"[1906, 1652, 113, 69]"
24286,295,86,HAVRE KNEKKEBRØD 300G WASA,0.5352,Visual outlier: Hamming dist 0.535 > threshold 0.45,"[1376, 1653, 151, 192]"
26171,310,86,HAVRE KNEKKEBRØD 300G WASA,0.5352,Visual outlier: Hamming dist 0.535 > threshold 0.45,"[3272, 2025, 106, 89]"
24744,298,86,HAVRE KNEKKEBRØD 300G WASA,0.5312,Visual outlier: Hamming dist 0.531 > threshold 0.45,"[1973, 1948, 119, 126]"
34324,382,86,HAVRE KNEKKEBRØD 300G WASA,0.5273,Visual outlier: Hamming dist 0.527 > threshold 0.45,"[1006, 1176, 79, 19]"
24510,297,86,HAVRE KNEKKEBRØD 300G WASA,0.5234,Visual outlier: Hamming dist 0.523 > threshold 0.45,"[876, 1550, 117, 89]"
25877,308,86,HAVRE KNEKKEBRØD 300G WASA,0.5234,Visual outlier: Hamming dist 0.523 > threshold 0.45,"[2665, 1939, 105, 101]"
25192,303,86,HAVRE KNEKKEBRØD 300G WASA,0.5195,Visual outlier: Hamming dist 0.520 > threshold 0.45,"[2522, 1839, 196, 124]"
26844,315,86,HAVRE KNEKKEBRØD 300G WASA,0.5195,Visual outlier: Hamming dist 0.520 > threshold 0.45,"[3825, 2395, 188, 121]"
22923,282,86,HAVRE KNEKKEBRØD 300G WASA,0.5156,Visual outlier: Hamming dist 0.516 > threshold 0.45,"[473, 1622, 194, 94]"
24287,295,86,HAVRE KNEKKEBRØD 300G WASA,0.5078,Visual outlier: Hamming dist 0.508 > threshold 0.45,"[1515, 1654, 188, 189]"
24289,295,86,HAVRE KNEKKEBRØD 300G WASA,0.5039,Visual outlier: Hamming dist 0.504 > threshold 0.45,"[1924, 1655, 153, 164]"
24288,295,86,HAVRE KNEKKEBRØD 300G WASA,0.5,Visual outlier: Hamming dist 0.500 > threshold 0.45,"[1763, 1667, 161, 157]"
31581,357,86,HAVRE KNEKKEBRØD 300G WASA,0.5,Visual outlier: Hamming dist 0.500 > threshold 0.45,"[2180, 2322, 220, 161]"
20065,258,86,HAVRE KNEKKEBRØD 300G WASA,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[1276, 1761, 175, 102]"
25464,305,86,HAVRE KNEKKEBRØD 300G WASA,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[2140, 1481, 79, 101]"
27025,316,86,HAVRE KNEKKEBRØD 300G WASA,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[3638, 1736, 333, 108]"
28156,327,86,HAVRE KNEKKEBRØD 300G WASA,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[2742, 2053, 134, 154]"
24360,296,86,HAVRE KNEKKEBRØD 300G WASA,0.4922,Visual outlier: Hamming dist 0.492 > threshold 0.45,"[1597, 1638, 171, 74]"
31734,358,86,HAVRE KNEKKEBRØD 300G WASA,0.4922,Visual outlier: Hamming dist 0.492 > threshold 0.45,"[1597, 2076, 167, 159]"
24741,298,86,HAVRE KNEKKEBRØD 300G WASA,0.4883,Visual outlier: Hamming dist 0.488 > threshold 0.45,"[1880, 1816, 120, 94]"
25258,304,86,HAVRE KNEKKEBRØD 300G WASA,0.4883,Visual outlier: Hamming dist 0.488 > threshold 0.45,"[1126, 1652, 67, 58]"
25463,305,86,HAVRE KNEKKEBRØD 300G WASA,0.4844,Visual outlier: Hamming dist 0.484 > threshold 0.45,"[2167, 1559, 85, 94]"
21988,273,86,HAVRE KNEKKEBRØD 300G WASA,0.4805,Visual outlier: Hamming dist 0.480 > threshold 0.45,"[831, 998, 110, 116]"
26464,313,86,HAVRE KNEKKEBRØD 300G WASA,0.4805,Visual outlier: Hamming dist 0.480 > threshold 0.45,"[1944, 2055, 127, 85]"
26843,315,86,HAVRE KNEKKEBRØD 300G WASA,0.4727,Visual outlier: Hamming dist 0.473 > threshold 0.45,"[3811, 2508, 165, 106]"
30195,345,86,HAVRE KNEKKEBRØD 300G WASA,0.4727,Visual outlier: Hamming dist 0.473 > threshold 0.45,"[1878, 2257, 173, 130]"
34160,380,86,HAVRE KNEKKEBRØD 300G WASA,0.4727,Visual outlier: Hamming dist 0.473 > threshold 0.45,"[126, 1047, 79, 58]"
25256,304,86,HAVRE KNEKKEBRØD 300G WASA,0.4688,Visual outlier: Hamming dist 0.469 > threshold 0.45,"[1183, 1659, 64, 62]"
27332,319,86,HAVRE KNEKKEBRØD 300G WASA,0.4688,Visual outlier: Hamming dist 0.469 > threshold 0.45,"[2423, 1893, 130, 104]"
28537,330,86,HAVRE KNEKKEBRØD 300G WASA,0.4688,Visual outlier: Hamming dist 0.469 > threshold 0.45,"[1631, 2805, 269, 233]"
21641,270,86,HAVRE KNEKKEBRØD 300G WASA,0.4648,Visual outlier: Hamming dist 0.465 > threshold 0.45,"[2877, 2065, 168, 160]"
21989,273,86,HAVRE KNEKKEBRØD 300G WASA,0.4648,Visual outlier: Hamming dist 0.465 > threshold 0.45,"[762, 1011, 92, 124]"
24362,296,86,HAVRE KNEKKEBRØD 300G WASA,0.4648,Visual outlier: Hamming dist 0.465 > threshold 0.45,"[1764, 1638, 158, 44]"
29542,339,86,HAVRE KNEKKEBRØD 300G WASA,0.4648,Visual outlier: Hamming dist 0.465 > threshold 0.45,"[2184, 2163, 250, 188]"
18723,245,86,HAVRE KNEKKEBRØD 300G WASA,0.4609,Visual outlier: Hamming dist 0.461 > threshold 0.45,"[731, 1862, 214, 147]"
25642,306,86,HAVRE KNEKKEBRØD 300G WASA,0.4609,Visual outlier: Hamming dist 0.461 > threshold 0.45,"[2003, 1818, 122, 141]"
34157,380,86,HAVRE KNEKKEBRØD 300G WASA,0.4609,Visual outlier: Hamming dist 0.461 > threshold 0.45,"[264, 1051, 83, 67]"
18837,245,86,HAVRE KNEKKEBRØD 300G WASA,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[939, 1735, 189, 145]"
20995,265,86,HAVRE KNEKKEBRØD 300G WASA,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[1915, 2007, 179, 149]"
25466,305,86,HAVRE KNEKKEBRØD 300G WASA,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[2312, 1455, 52, 84]"
30417,346,86,HAVRE KNEKKEBRØD 300G WASA,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[3094, 2414, 248, 153]"
32125,361,86,HAVRE KNEKKEBRØD 300G WASA,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[1014, 2748, 202, 156]"
20558,261,86,HAVRE KNEKKEBRØD 300G WASA,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[0, 1720, 164, 122]"
24825,299,86,HAVRE KNEKKEBRØD 300G WASA,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[492.0, 3019.0, 386.0, 205.0]"
32857,367,86,HAVRE KNEKKEBRØD 300G WASA,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[980, 1774, 138, 118]"
33755,376,86,HAVRE KNEKKEBRØD 300G WASA,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[1707, 992, 135, 60]"
3936,36,87,SPICY INDIAN CHAI TEA 20POS TWININGS,0.6797,Visual outlier: Hamming dist 0.680 > threshold 0.45,"[2946, 1462, 251, 120]"
3870,35,87,SPICY INDIAN CHAI TEA 20POS TWININGS,0.4922,Visual outlier: Hamming dist 0.492 > threshold 0.45,"[855, 2357, 292, 150]"
4048,37,87,SPICY INDIAN CHAI TEA 20POS TWININGS,0.4727,Visual outlier: Hamming dist 0.473 > threshold 0.45,"[1557, 754, 158, 157]"
2582,23,87,SPICY INDIAN CHAI TEA 20POS TWININGS,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[3085, 1660, 160, 146]"
7548,71,88,OLIVERO SMØR&OLIVENOLJE 400G,0.4336,Visual outlier: Hamming dist 0.434 > threshold 0.42,"[1316, 999, 257, 181]"
8808,89,88,OLIVERO SMØR&OLIVENOLJE 400G,0.4297,Visual outlier: Hamming dist 0.430 > threshold 0.42,"[117, 866, 492, 249]"
2959,26,89,FOREST FRUIT TEA 20POS LIPTON,0.5977,Visual outlier: Hamming dist 0.598 > threshold 0.45,"[917, 981, 118, 123]"
3024,27,89,FOREST FRUIT TEA 20POS LIPTON,0.5039,Visual outlier: Hamming dist 0.504 > threshold 0.45,"[124, 1044, 112, 89]"
6445,61,89,FOREST FRUIT TEA 20POS LIPTON,0.4883,Visual outlier: Hamming dist 0.488 > threshold 0.45,"[1050, 910, 68, 46]"
6446,61,89,FOREST FRUIT TEA 20POS LIPTON,0.4805,Visual outlier: Hamming dist 0.480 > threshold 0.45,"[1114, 909, 62, 45]"
2052,17,89,FOREST FRUIT TEA 20POS LIPTON,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[1587, 641, 99, 40]"
32116,361,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.6992,Visual outlier: Hamming dist 0.699 > threshold 0.45,"[2459, 2556, 32, 114]"
20949,265,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.6875,Visual outlier: Hamming dist 0.688 > threshold 0.45,"[645, 1209, 169, 225]"
30275,345,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.6602,Visual outlier: Hamming dist 0.660 > threshold 0.45,"[1100, 1587, 108, 97]"
20952,265,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.6328,Visual outlier: Hamming dist 0.633 > threshold 0.45,"[1122, 1183, 159, 201]"
20950,265,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.6211,Visual outlier: Hamming dist 0.621 > threshold 0.45,"[795, 1194, 175, 231]"
19144,248,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5703,Visual outlier: Hamming dist 0.570 > threshold 0.45,"[588, 1912, 134, 75]"
19626,253,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5625,Visual outlier: Hamming dist 0.562 > threshold 0.45,"[471, 1680, 167, 66]"
24569,297,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5586,Visual outlier: Hamming dist 0.559 > threshold 0.45,"[1255, 961, 40, 46]"
25860,308,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5586,Visual outlier: Hamming dist 0.559 > threshold 0.45,"[2654, 1279, 95, 110]"
20951,265,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5547,Visual outlier: Hamming dist 0.555 > threshold 0.45,"[967, 1189, 169, 217]"
32583,365,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5508,Visual outlier: Hamming dist 0.551 > threshold 0.45,"[197, 1666, 90, 88]"
21842,272,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5469,Visual outlier: Hamming dist 0.547 > threshold 0.45,"[538, 1919, 125, 77]"
28728,332,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5469,Visual outlier: Hamming dist 0.547 > threshold 0.45,"[456, 1796, 149, 111]"
31621,358,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5391,Visual outlier: Hamming dist 0.539 > threshold 0.45,"[425, 1844, 189, 126]"
32582,365,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5391,Visual outlier: Hamming dist 0.539 > threshold 0.45,"[265, 1661, 68, 99]"
19145,248,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5352,Visual outlier: Hamming dist 0.535 > threshold 0.45,"[690, 1912, 147, 77]"
26973,316,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5273,Visual outlier: Hamming dist 0.527 > threshold 0.45,"[3406, 2110, 136, 123]"
21126,267,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5234,Visual outlier: Hamming dist 0.523 > threshold 0.45,"[1356, 747, 110, 149]"
27850,324,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5195,Visual outlier: Hamming dist 0.520 > threshold 0.45,"[220, 2061, 248, 246]"
30394,346,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5195,Visual outlier: Hamming dist 0.520 > threshold 0.45,"[3236, 2250, 27, 22]"
20675,262,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5078,Visual outlier: Hamming dist 0.508 > threshold 0.45,"[593, 1404, 125, 120]"
27914,325,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5078,Visual outlier: Hamming dist 0.508 > threshold 0.45,"[612, 1797, 139, 185]"
21841,272,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5039,Visual outlier: Hamming dist 0.504 > threshold 0.45,"[634, 1919, 155, 109]"
27517,321,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.5,Visual outlier: Hamming dist 0.500 > threshold 0.45,"[1522, 1715, 114, 99]"
26436,313,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[2041, 1577, 216, 129]"
29103,336,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[411, 1580, 185, 164]"
21127,267,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4922,Visual outlier: Hamming dist 0.492 > threshold 0.45,"[1283, 774, 91, 118]"
32584,365,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4922,Visual outlier: Hamming dist 0.492 > threshold 0.45,"[138, 1664, 84, 84]"
25859,308,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4805,Visual outlier: Hamming dist 0.480 > threshold 0.45,"[2591, 1297, 87, 91]"
26972,316,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4766,Visual outlier: Hamming dist 0.477 > threshold 0.45,"[3281, 2110, 157, 124]"
20676,262,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4727,Visual outlier: Hamming dist 0.473 > threshold 0.45,"[703, 1404, 117, 120]"
30274,345,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4727,Visual outlier: Hamming dist 0.473 > threshold 0.45,"[1025, 1595, 78, 88]"
18818,245,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4688,Visual outlier: Hamming dist 0.469 > threshold 0.45,"[0, 1297, 106, 111]"
19142,248,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4609,Visual outlier: Hamming dist 0.461 > threshold 0.45,"[350, 1912, 163, 101]"
32078,361,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4609,Visual outlier: Hamming dist 0.461 > threshold 0.45,"[228, 2150, 121, 134]"
20948,265,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[468, 1177, 191, 265]"
32077,361,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[114, 2154, 114, 136]"
19197,249,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[310, 1182, 159, 155]"
24531,297,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[1645, 1332, 81, 93]"
28182,327,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[3605, 619, 102, 91]"
32079,361,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[349, 2150, 138, 131]"
17530,229,93,GRANOLA KAKAO KOKOS&MANDEL BARE BRA,0.5508,Visual outlier: Hamming dist 0.551 > threshold 0.45,"[2271, 955, 303, 418]"
17529,229,93,GRANOLA KAKAO KOKOS&MANDEL BARE BRA,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[2472, 942, 334, 431]"
24082,294,96,FLATBRØD 275G KORNI,0.6602,Visual outlier: Hamming dist 0.660 > threshold 0.45,"[1767, 2216, 262, 149]"
34210,381,96,FLATBRØD 275G KORNI,0.5078,Visual outlier: Hamming dist 0.508 > threshold 0.45,"[0, 1248, 108, 97]"
24727,298,96,FLATBRØD 275G KORNI,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[1111, 1940, 77, 69]"
27868,324,96,FLATBRØD 275G KORNI,0.4922,Visual outlier: Hamming dist 0.492 > threshold 0.45,"[2086, 2967, 274, 276]"
24726,298,96,FLATBRØD 275G KORNI,0.4766,Visual outlier: Hamming dist 0.477 > threshold 0.45,"[1024, 1923, 99, 101]"
20418,260,96,FLATBRØD 275G KORNI,0.4609,Visual outlier: Hamming dist 0.461 > threshold 0.45,"[3880, 2193, 120, 119]"
33518,374,96,FLATBRØD 275G KORNI,0.4609,Visual outlier: Hamming dist 0.461 > threshold 0.45,"[2544, 2133, 115, 134]"
27319,319,96,FLATBRØD 275G KORNI,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[771, 1972, 171, 85]"
19683,253,96,FLATBRØD 275G KORNI,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[3394.0, 1834.0, 158.0, 123.0]"
33805,376,96,FLATBRØD 275G KORNI,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[156, 996, 71, 47]"
34211,381,96,FLATBRØD 275G KORNI,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[50, 1353, 111, 86]"
10430,117,97,CHEERIOS MULTI 375G NESTLE,0.6641,Visual outlier: Hamming dist 0.664 > threshold 0.45,"[1111, 1734, 176, 88]"
17567,229,97,CHEERIOS MULTI 375G NESTLE,0.5703,Visual outlier: Hamming dist 0.570 > threshold 0.45,"[1055, 1791, 80, 280]"
17332,227,97,CHEERIOS MULTI 375G NESTLE,0.5234,Visual outlier: Hamming dist 0.523 > threshold 0.45,"[96, 1106, 236, 299]"
33341,373,97,CHEERIOS MULTI 375G NESTLE,0.4961,Visual outlier: Hamming dist 0.496 > threshold 0.45,"[1446, 885, 140, 180]"
29357,337,97,CHEERIOS MULTI 375G NESTLE,0.4883,Visual outlier: Hamming dist 0.488 > threshold 0.45,"[3854.0, 1861.0, 94.0, 243.0]"
29358,337,97,CHEERIOS MULTI 375G NESTLE,0.4844,Visual outlier: Hamming dist 0.484 > threshold 0.45,"[3966.0, 1849.0, 64.0, 238.0]"
13023,159,97,CHEERIOS MULTI 375G NESTLE,0.4805,Visual outlier: Hamming dist 0.480 > threshold 0.45,"[1313, 1601, 260, 381]"
17330,227,97,CHEERIOS MULTI 375G NESTLE,0.4805,Visual outlier: Hamming dist 0.480 > threshold 0.45,"[508, 1104, 248, 298]"
24169,294,97,CHEERIOS MULTI 375G NESTLE,0.4766,Visual outlier: Hamming dist 0.477 > threshold 0.45,"[3100, 2028, 288, 339]"
27297,319,97,CHEERIOS MULTI 375G NESTLE,0.4766,Visual outlier: Hamming dist 0.477 > threshold 0.45,"[3788, 1795, 213, 216]"
17166,225,97,CHEERIOS MULTI 375G NESTLE,0.4688,Visual outlier: Hamming dist 0.469 > threshold 0.45,"[1046, 1374, 200, 293]"
27296,319,97,CHEERIOS MULTI 375G NESTLE,0.4688,Visual outlier: Hamming dist 0.469 > threshold 0.45,"[3629, 1796, 256, 228]"
33343,373,97,CHEERIOS MULTI 375G NESTLE,0.4688,Visual outlier: Hamming dist 0.469 > threshold 0.45,"[1768, 909, 150, 209]"
18491,242,97,CHEERIOS MULTI 375G NESTLE,0.4648,Visual outlier: Hamming dist 0.465 > threshold 0.45,"[842, 2600, 274, 412]"
17566,229,97,CHEERIOS MULTI 375G NESTLE,0.457,Visual outlier: Hamming dist 0.457 > threshold 0.45,"[1049, 1732, 84, 297]"
17168,225,97,CHEERIOS MULTI 375G NESTLE,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[757, 1376, 156, 259]"
17331,227,97,CHEERIOS MULTI 375G NESTLE,0.4531,Visual outlier: Hamming dist 0.453 > threshold 0.45,"[291, 1098, 256, 298]"
6460,62,99,NESCAFE ORIGINAL 180G REFILL,0.4219,Visual outlier: Hamming dist 0.422 > threshold 0.42,"[23, 58, 139, 183]"
1646,14,100,EVERGOOD CLASSIC FILTERMALT 250G,0.6289,Visual outlier: Hamming dist 0.629 > threshold 0.45,"[568.0, 1372.0, 89.0, 147.0]"
2056,18,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5781,Visual outlier: Hamming dist 0.578 > threshold 0.45,"[61, 2229, 177, 204]"
1452,13,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5469,Visual outlier: Hamming dist 0.547 > threshold 0.45,"[1084, 2519, 99, 219]"
3471,31,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5469,Visual outlier: Hamming dist 0.547 > threshold 0.45,"[3588.0, 2703.0, 88.0, 167.0]"
6409,61,100,EVERGOOD CLASSIC FILTERMALT 250G,0.543,Visual outlier: Hamming dist 0.543 > threshold 0.45,"[453, 1069, 63, 114]"
1300,12,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5352,Visual outlier: Hamming dist 0.535 > threshold 0.45,"[775, 1991, 177, 223]"
5994,56,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5312,Visual outlier: Hamming dist 0.531 > threshold 0.45,"[467, 1480, 50, 94]"
3993,36,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5273,Visual outlier: Hamming dist 0.527 > threshold 0.45,"[1190, 2519, 92, 213]"
3989,36,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5234,Visual outlier: Hamming dist 0.523 > threshold 0.45,"[668, 2498, 81, 217]"
3990,36,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5234,Visual outlier: Hamming dist 0.523 > threshold 0.45,"[869, 2514, 86, 210]"
3641,33,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5195,Visual outlier: Hamming dist 0.520 > threshold 0.45,"[572, 1979, 135, 240]"
6518,62,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5195,Visual outlier: Hamming dist 0.520 > threshold 0.45,"[565, 1038, 61, 69]"
2055,18,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5156,Visual outlier: Hamming dist 0.516 > threshold 0.45,"[0, 2212, 125, 238]"
2064,18,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5156,Visual outlier: Hamming dist 0.516 > threshold 0.45,"[0, 1709, 179, 259]"
5018,48,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5156,Visual outlier: Hamming dist 0.516 > threshold 0.45,"[362, 1140, 60, 103]"
6416,61,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5156,Visual outlier: Hamming dist 0.516 > threshold 0.45,"[583, 1194, 56, 81]"
4121,37,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5078,Visual outlier: Hamming dist 0.508 > threshold 0.45,"[875, 1789, 107, 222]"
4895,46,100,EVERGOOD CLASSIC FILTERMALT 250G,0.5078,Visual outlier: Hamming dist 0.508 > threshold 0.45,"[301, 1025, 66, 91]"
